mu,f_eps=0.01,f_eps=0.1,f_eps=0.3
6.51733960488242,1.944928364709994,1.6422524272677577,1.1789950721519868
6.786694365554635,1.9480510311474482,1.6443622953332893,1.1798558061411797
7.067181273927491,1.9506640020013108,1.6461307331121822,1.1805824812411
7.3592604099049765,1.9528245435327996,1.647595391814566,1.181188514638297
7.663410868007454,1.9545889760234452,1.6487934733388139,1.1816875449006974
7.9801315432257045,1.9560114716084807,1.6497609154661956,1.1820930680496478
8.309941949353396,1.9571430445596179,1.6505316972966662,1.1824181119538018
8.653383071140452,1.9580307621887314,1.6511372864886436,1.182674961810262
9.01101825166502,1.9587171896906916,1.6516062399988918,1.1828749453909313
9.383434116379496,1.9592400675734996,1.6519639599937033,1.1830282822518083
9.771241535346501,1.9596322070253767,1.652232597278957,1.1831439966618689
10.175076625242983,1.959921577621956,1.6524310867123382,1.183229890007277
10.59560179277616,1.960131553864141,1.6525752931578959,1.1832925651903052
11.033506821222625,1.9602812824915063,1.6526782429206137,1.1833374932842935
11.489510001873086,1.960386131316587,1.6527504143013587,1.1833691115148846
11.96435931223849,1.9604581821337217,1.652800061750121,1.1833909414790849
12.458833642950081,1.9605067344870708,1.6528335506895075,1.1834057172490202
12.973744075366042,1.960538792996704,1.6528556839298731,1.1834155144241436
13.509935211980265,1.9605595177459303,1.6528700051510465,1.183421873043621
14.068286561815398,1.9605726241751085,1.6528790696513556,1.18342590929686
14.649713983072864,1.9605807253728131,1.6528846770075272,1.1834284129497095
15.255171185405974,1.960585615139696,1.6528880641096138,1.1834299291617083
15.885651294280526,1.9605884944506866,1.6528900600279244,1.1834308247916776
16.54218847998859,1.9605901468702522,1.6528912062596106,1.1834313403229602
17.225859653987857,1.9605910701535636,1.6528918471293248,1.1834316291882752
17.93778623534893,1.9605915718778621,1.6528921956016254,1.1834317865817363
18.67913599020783,1.960591836742295,1.6528923796710537,1.1834318698818895
19.45112494724129,1.9605919724182508,1.6528924740126283,1.1834319126548074
20.255019392306664,1.960592039773891,1.6528925208728606,1.1834319339376909
21.09213794551796,1.960592072139653,1.6528925434015178,1.1834319441867216
21.96385372416547,1.9605920871733051,1.6528925538709296,1.183431948957122
22.871596595026457,1.9605920939141135,1.6528925585673628,1.1834319511002658
23.81685551976158,1.9605920968275492,1.652892560598085,1.1834319520282741
24.80118099724387,1.9605920980395315,1.6528925614432106,1.183431952415007
25.826187606826746,1.9605920985240488,1.6528925617812018,1.1834319525698722
26.89355665672269,1.9605920987098904,1.6528925619108907,1.183431952629368
28.00503894183631,1.9605920987781658,1.6528925619585533,1.1834319526512591
29.162457615576034,1.960592098802148,1.6528925619753005,1.1834319526589598
30.367711180354576,1.9605920988101888,1.6528925619809172,1.1834319526615453
31.622776601683793,1.9605920988127554,1.6528925619827113,1.1834319526623713
